p_01,p_05,p_10,ap_01,ap_05,ap_10
0.306,0.324,0.315,265471219724445.16,1.532454784386791e+92,1.459047408385498e+196
0.306,0.322,0.336,1286317311675848.5,4.713952492887006e+94,4.606888541901192e+189
0.204,0.332,0.335,9.61846886742878e+16,7.072125926188943e+91,1.0468890487161917e+189
0.276,0.301,0.311,6384394110639706.0,1.1156632374974995e+97,8.361324454694786e+196
0.316,0.312,0.318,1233577473267827.2,1.3761974719098205e+96,4.575061261520401e+194
0.306,0.287,0.304,3440710451786286.5,2.1485358425216106e+99,4.38782017499339e+199
0.265,0.356,0.338,1.1289633396308482e+16,2.1766115636054037e+86,1.5159452316545255e+188
0.776,0.69,0.581,11350.412,1.2763339297271663e+41,1.0187211809876444e+118
0.388,0.316,0.32,9247484332071.236,6.478483000567998e+91,1.134773167458861e+193
0.286,0.334,0.348,543881321399420.56,4.7288210077358313e+92,1.4347717408809678e+187
0.276,0.33,0.331,606893726799102.5,4.324540569973007e+91,2.654901301925012e+189
0.367,0.348,0.338,8389790610583.628,3.056284961862678e+89,2.2441915689837854e+189
0.265,0.301,0.318,2.7341384854720252e+16,1.1802148897605436e+98,6.097481294341124e+193
0.327,0.348,0.336,171472653712455.72,1.2317299867032432e+89,1.6344532549433745e+189
0.337,0.324,0.328,2368436751386892.5,1.0543410557039276e+95,2.794836464466702e+193
0.276,0.326,0.332,4.6849602208914874e+17,1.0648888658771799e+94,5.460357304452493e+191
0.684,0.68,0.579,2487800.048,1.2259615645049814e+42,1.3558425169742915e+119
0.378,0.354,0.349,8711108105854.892,6.899282960762924e+88,6.985528511888208e+185
0.316,0.32,0.313,1294040338541846.2,1.839773026826334e+93,2.7788245943276414e+195
0.378,0.318,0.313,4086165546079.902,2.3797532798235875e+94,4.04712870846348e+196
0.633,0.66,0.578,44542850.281,3.8041895315691924e+45,2.338167738855092e+119
0.327,0.305,0.319,1.3001776694307086e+16,1.8099344784361548e+95,1.1880217713706592e+196
0.357,0.332,0.327,57497512074350.26,2.5498269227286226e+92,6.924399677768635e+191
0.337,0.334,0.339,578598763126882.0,6.193171991527561e+92,2.4534929960763356e+188
0.276,0.33,0.332,3.695101286128933e+16,7.931092743245681e+92,3.935144888762639e+190
0.327,0.332,0.313,98216977442534.6,8.93413020861201e+89,1.5320873265268524e+195
0.378,0.322,0.314,13082001634422.395,1.4626919356722593e+94,6.423437777859638e+194
0.388,0.36,0.343,24397698378489.2,1.4738741706681001e+88,3.1149746607690486e+185
0.337,0.332,0.335,68665296730222.375,6.216556088946838e+89,2.632356213281182e+189
0.306,0.301,0.313,3.466604419745987e+16,4.238410191222254e+96,3.458871861127089e+197
0.357,0.399,0.422,481378433451161.5,1.6031662931295196e+82,1.6484984355196784e+165
0.337,0.348,0.363,2658807069605926.0,9.523477000653067e+90,6.287862511807337e+182
0.367,0.375,0.361,309652375033316.2,2.751006611797271e+86,8.821583444041835e+181
0.337,0.352,0.336,1270842743778.539,1.5439037229324795e+86,6.6038904571127245e+186
0.327,0.35,0.33,3425475629462108.5,6.536399010702064e+89,5.0152382449598786e+191
0.316,0.352,0.342,2578632011401576.0,1.3639917030080746e+90,2.0172551744917368e+188
0.235,0.31,0.307,271186560019831.2,2.6772286134412e+92,5.503130718276091e+195
0.235,0.328,0.372,76884581283815.25,1.1615546845280172e+92,8.664739521685591e+176
0.327,0.334,0.333,7545695319801561.0,5.842309752688269e+92,2.7137329634796416e+190
0.296,0.322,0.316,1279745629856026.5,2.7469145808549167e+93,1.0177962992111177e+195
0.286,0.336,0.325,5242741207148514.0,2.2843344521495474e+90,6.314934283716105e+191
0.194,0.287,0.326,294611974639344.6,3.9036972363259036e+95,1.8608899314242696e+189
0.388,0.336,0.339,207093319006864.4,4.3203617896004726e+91,4.019513099216232e+189
0.265,0.289,0.305,2.9891271805841766e+17,7.250086888302995e+98,3.2028938831724353e+199
0.286,0.303,0.298,1.1922532427500835e+17,1.5912016080053248e+97,5.700885435280462e+201
0.663,0.635,0.58,3781377.256,2.237740612931791e+48,6.664181340582204e+117
0.296,0.334,0.328,3.4007306253418956e+16,3.093742684962664e+93,1.3039039664217946e+192
0.286,0.324,0.343,4.694927781484792e+16,7.79727857177783e+93,3.9074885004792616e+188
0.378,0.358,0.341,107836180597051.42,4.958464159461812e+88,1.0594264770375442e+189
0.408,0.344,0.348,28684280999881.87,1.5301099385725098e+91,3.4478072400410325e+185
0.235,0.326,0.329,1.8194250165431818e+18,8.972720924730305e+94,1.1211461293480667e+192
0.327,0.314,0.309,3574045563546620.0,2.402566599605059e+95,4.3566700152756443e+198
0.378,0.328,0.332,218980006403138.03,3.127846961031646e+93,1.660047910262351e+190
0.265,0.265,0.296,1.13764036639727e+17,8.173217972104378e+102,1.3548884660377752e+202
0.214,0.273,0.307,949870894472694.5,3.6306215107612985e+98,3.745019206750529e+196
0.316,0.332,0.35,933792944875.872,4.451358107653398e+88,1.408462033966653e+183
0.643,0.662,0.578,47026249.806,1.5508894179064836e+45,3.5285481727269577e+118
0.296,0.379,0.428,4454162490650155.0,2.1601200774253437e+84,2.2341226582480586e+162
0.337,0.312,0.296,719754338748555.5,1.0307226478239752e+96,1.9936640002572115e+200
0.265,0.312,0.316,8.967117029660067e+16,8.308120546115207e+94,5.718478147933642e+195
0.357,0.318,0.344,2214556421030176.0,4.285692384022867e+94,1.9675335389155342e+188
0.337,0.328,0.333,4502972708626.819,5.761294051793928e+91,2.0685152934641865e+189
0.286,0.269,0.299,7.829766255206211e+16,5.566836194172427e+102,7.261246138329633e+200
0.347,0.326,0.306,3589432490616709.0,1.329088832644962e+93,5.104221540872313e+199
0.388,0.328,0.315,22700731690563.87,3.792264682839116e+93,3.0153113122465947e+196
0.357,0.32,0.321,2672895524827734.5,1.6812930028650478e+93,5.446407870328578e+193
0.286,0.33,0.328,608009067909417.2,4.9724330549571754e+92,9.253153950632144e+190
0.255,0.297,0.312,7.723838081594104e+17,2.6391494936665353e+98,5.8259358074477155e+197
0.316,0.318,0.317,1834375753554056.5,2.3070039705744915e+94,4.870275490228453e+194
0.327,0.318,0.307,2743807700028959.5,7.721760730892576e+94,1.3644111933201755e+196
0.337,0.326,0.307,3768063856472527.5,2.5181092830575246e+92,5.491469747527496e+198
0.286,0.285,0.283,1.1781810983371244e+16,3.507105401025311e+99,4.4789089539336035e+202
0.316,0.287,0.304,406696029405718.7,5.561511001709504e+97,7.802932223099919e+198
