p_01,p_05,p_10,ap_01,ap_05,ap_10
0.103,0.09,0.081,4.794137075457563e+56,inf,inf
0.083,0.097,0.091,8.785166311304052e+56,inf,inf
0.079,0.088,0.089,3.087030885286786e+55,inf,inf
0.087,0.085,0.082,4.495607052254542e+59,inf,inf
0.079,0.088,0.086,6.485275306971597e+55,inf,inf
0.07,0.078,0.079,2.9656005295208383e+55,inf,inf
0.058,0.077,0.076,3.709860433745397e+60,inf,inf
0.103,0.108,0.092,3.3171884238988723e+50,7.336697435358716e+304,inf
0.05,0.084,0.085,3.392402417137615e+51,inf,inf
0.095,0.083,0.082,3.6007915856798724e+58,inf,inf
0.091,0.095,0.088,8.967734651166843e+54,inf,inf
0.041,0.081,0.09,4.631921422990928e+59,inf,inf
0.091,0.082,0.087,7.123421178258576e+60,inf,inf
0.132,0.092,0.095,4.448323481290013e+53,inf,inf
0.079,0.08,0.08,6.085327220703879e+55,inf,inf
0.116,0.096,0.09,6.214910475694144e+55,inf,inf
0.079,0.098,0.093,2.1736650392626467e+61,inf,inf
0.079,0.089,0.092,1.2601626514753693e+51,inf,inf
0.07,0.081,0.083,5.690046563610884e+59,inf,inf
0.153,0.092,0.092,8.83470700282141e+53,inf,inf
0.112,0.089,0.087,2.223401795922664e+57,inf,inf
0.124,0.102,0.097,1.1665094408015132e+56,inf,inf
0.079,0.087,0.081,1.5286928468911361e+52,inf,inf
0.095,0.092,0.091,5.317535842555943e+56,inf,inf
0.112,0.092,0.092,1.801092560072481e+57,inf,inf
0.079,0.082,0.085,2.8656736633748265e+49,inf,inf
0.103,0.083,0.081,1.6620471657992527e+55,inf,inf
0.099,0.088,0.084,2.256931029543682e+59,inf,inf
0.041,0.055,0.069,1.1602393539238632e+56,inf,inf
0.087,0.082,0.077,1.4128177691590867e+55,inf,inf
0.112,0.085,0.084,1.2460264574824121e+56,inf,inf
0.087,0.085,0.085,8.207714238759491e+57,inf,inf
0.107,0.086,0.081,9.92277881046585e+58,inf,inf
0.099,0.087,0.085,1.88483466734289e+54,inf,inf
0.091,0.092,0.092,4.5001353729676485e+59,inf,inf
0.079,0.088,0.085,1.440079851516712e+59,inf,inf
0.107,0.096,0.092,1.8673152546758604e+59,inf,inf
0.074,0.095,0.088,5.835244042934191e+58,inf,inf
0.099,0.074,0.081,1.1453068911814982e+56,inf,inf
0.062,0.077,0.08,7.295655287466213e+49,inf,inf
0.095,0.08,0.078,2.9872285405859394e+58,inf,inf
0.05,0.077,0.08,6.872482827282621e+47,inf,inf
0.07,0.097,0.094,5.903579821852405e+55,inf,inf
0.095,0.094,0.083,1.4426284967903698e+56,inf,inf
0.079,0.08,0.078,5.895668484755766e+58,inf,inf
0.112,0.08,0.084,9.544837792790864e+56,inf,inf
0.091,0.087,0.087,6.321758114455878e+58,inf,inf
0.062,0.088,0.085,2.383187087732241e+56,inf,inf
0.058,0.089,0.09,3.738873794357725e+54,inf,inf
0.091,0.087,0.094,1.748292608585368e+52,inf,inf
