p_01,p_05,p_10,ap_01,ap_05,ap_10
0.316,0.33,0.312,4.045297250610854e+16,1.1944727349546206e+94,3.36712347885592e+196
0.306,0.308,0.32,4983547633235380.0,4.284045620418428e+96,3.5576211616483806e+194
0.276,0.316,0.31,35612983524539.92,4.066950630461525e+95,1.044081832236048e+198
0.398,0.365,0.323,26921795675849.46,3.745450714256191e+88,1.2170940863636782e+193
0.367,0.358,0.344,319895055330784.56,3.628611377644467e+88,6.7911488925112125e+187
0.245,0.299,0.296,1.0481531759485632e+18,6.667436943414424e+97,1.4222243982725184e+202
0.337,0.375,0.354,86813351718529.45,6.205072104120551e+85,6.875655411427809e+183
0.337,0.348,0.317,192496122079348.5,1.557040264304167e+90,2.1905662327567116e+194
0.306,0.358,0.357,317383174897.651,1.5174405793515898e+86,1.667862494307941e+181
0.306,0.324,0.336,6241607401226.063,2.6293768779031763e+91,8.728836365655564e+187
0.214,0.308,0.314,5.038889518551667e+18,4.662568738178771e+96,3.8991830674841804e+196
0.296,0.299,0.305,129527280631632.55,8.073392021002627e+95,7.510242922003505e+196
0.337,0.334,0.318,1509544468036226.0,2.6663637782597526e+93,2.284386345717996e+196
0.367,0.34,0.32,73585881092498.22,2.1431476807859762e+91,2.4018943985858444e+193
0.357,0.299,0.318,318461515032170.7,5.258846636036806e+97,4.881183356404788e+195
0.306,0.32,0.319,2.9209775944806764e+16,5.901568026229919e+94,1.74721132134512e+193
0.327,0.324,0.317,7282232912387485.0,3.384180694110034e+94,4.2349097914440534e+195
0.429,0.318,0.315,5228907483215.617,1.9538103660982586e+95,2.903986889692225e+196
0.316,0.301,0.307,1678478956258961.8,4.571957385677629e+96,3.280473711270077e+198
0.439,0.348,0.34,532076254363.714,3.7821955756103325e+89,3.959541901499723e+188
0.265,0.283,0.292,3.963592352457027e+16,1.0787291007456977e+99,2.144639304867031e+202
0.224,0.295,0.323,5379030857578831.0,9.036113242371007e+97,3.830373041313413e+193
0.378,0.328,0.322,579069181027310.8,3.166692036582465e+93,3.269895153126044e+193
0.276,0.33,0.332,1.4148098632644862e+17,3.6703469288932765e+92,5.812861167213585e+189
0.367,0.303,0.298,48108540337344.51,1.4342761903857017e+96,7.113474193162634e+200
0.367,0.348,0.331,3942658255970.841,7.383541948582247e+89,9.452628364615648e+189
0.327,0.348,0.335,1233382604039461.0,1.9113006783237711e+89,1.11400615512751e+190
0.388,0.332,0.32,3138043183829.969,4.878752167137676e+92,4.122029691136972e+193
0.316,0.291,0.288,98366430507163.55,1.059898478762202e+98,3.647509624283169e+203
0.296,0.344,0.322,2217641587139687.2,4.521297034199522e+90,4.770945931051555e+191
0.357,0.35,0.335,1547099477592070.2,5.092439647692892e+90,4.907769108413562e+189
0.306,0.308,0.325,2.8096234363444892e+16,4.724133237676809e+96,6.9690977615894946e+193
0.337,0.318,0.305,67601842458223.33,6.525681043797165e+93,3.055378465552316e+197
0.286,0.316,0.326,783685926063919.4,2.2825727244365587e+95,8.086070985238199e+191
0.296,0.269,0.295,418671029821791.56,6.882453687907738e+100,5.809896333130951e+200
0.388,0.348,0.317,95409472586480.4,7.263213951247037e+90,1.572157574178908e+195
0.173,0.283,0.309,1.1181044729443647e+18,3.280178214315922e+98,2.9669105435448315e+195
0.286,0.377,0.359,17496251482143.514,9.043715828879789e+82,2.9478873081596348e+180
0.316,0.299,0.31,1.0005018024756836e+16,2.347702290890044e+97,4.007277347183065e+197
0.347,0.322,0.327,2126167034172656.8,2.5859237890125213e+94,2.7884641938159644e+193
0.296,0.316,0.32,483387495213021.5,7.179145182664105e+95,2.2913603007197652e+195
0.316,0.34,0.334,2.8880127360900452e+16,9.3960734166653e+92,3.677341671692703e+190
0.398,0.363,0.357,77626775169.17,7.092176907183389e+86,7.98379575433336e+181
0.316,0.326,0.33,445873573397795.44,6.066371035778599e+92,1.8906133323128232e+191
0.296,0.342,0.332,1.2449502251117476e+16,1.2728997539843954e+92,2.4416548169772716e+191
0.378,0.342,0.337,27963920824105.7,5.681177593270702e+89,9.756557315581446e+189
0.327,0.33,0.338,1.4871852504293552e+16,1.797383213815798e+93,3.2970070365850827e+189
0.347,0.356,0.342,7201454039280872.0,5.232167000977018e+89,2.600724701025771e+188
0.337,0.363,0.36,1768690396081932.5,1.5925516134135078e+88,1.3591979073684188e+183
0.378,0.365,0.362,131121879888172.45,2.0876948989999105e+88,3.4636059182044897e+182
0.337,0.344,0.33,655608803423739.4,6.3267106518001045e+90,4.2080404992248287e+191
0.265,0.326,0.326,7.904673681106816e+16,1.3316705840039875e+93,2.9582350346572044e+192
0.235,0.287,0.312,1.036634410212155e+16,1.0135284820562846e+100,1.902695745871715e+197
0.337,0.332,0.326,4796140983768127.0,1.3283016470931755e+92,2.0491941785919477e+192
0.347,0.332,0.328,132140644989726.16,9.17440609872277e+92,9.227666764202556e+192
