p_01,p_05,p_10,ap_01,ap_05,ap_10
0.088,0.093,0.089,1.68283617755808e+59,inf,inf
0.092,0.106,0.097,9.37672997660691e+44,inf,inf
0.072,0.083,0.081,8.992636616143548e+53,inf,inf
0.1,0.089,0.095,1.7838855766506657e+57,inf,inf
0.104,0.097,0.095,1.6948909504965917e+60,inf,inf
0.144,0.085,0.09,2.759056632740787e+58,inf,inf
0.124,0.108,0.097,8.430358331663477e+56,inf,inf
0.112,0.105,0.103,1.6278570588919243e+61,inf,inf
0.096,0.099,0.094,1.121409236710265e+59,inf,inf
0.088,0.096,0.095,3.539187689916529e+45,inf,inf
0.112,0.105,0.101,1.7398357925991676e+58,inf,inf
0.088,0.097,0.097,1.7058876331256986e+54,inf,inf
0.108,0.097,0.099,6.8270885505831e+57,inf,inf
0.1,0.108,0.105,6.470407104799765e+62,inf,inf
0.116,0.101,0.097,6.338914160230886e+59,inf,inf
