p_01,p_05,p_10,ap_01,ap_05,ap_10
0.066,0.073,0.081,9.028799115631463e+59,inf,inf
0.12,0.092,0.088,4.086716407149186e+54,inf,inf
0.099,0.086,0.091,3.043446881738916e+55,inf,inf
0.103,0.095,0.093,1.7850815221652512e+57,inf,inf
0.128,0.086,0.084,2.067688665084819e+54,inf,inf
0.083,0.09,0.086,6.251143416454184e+39,inf,inf
0.074,0.084,0.088,8.774958958967378e+53,inf,inf
0.058,0.087,0.081,9.552900562271986e+59,inf,inf
0.083,0.088,0.085,7.409614269828865e+57,inf,inf
0.074,0.086,0.091,5.861343472336971e+62,inf,inf
0.066,0.086,0.083,3.7164660822392234e+60,inf,inf
0.12,0.082,0.082,2.458641348440006e+58,inf,inf
0.062,0.076,0.08,9.631625157450282e+59,inf,inf
0.103,0.08,0.085,1.7339188414854954e+54,inf,inf
0.074,0.09,0.092,2.751004265448602e+46,inf,inf
0.07,0.082,0.088,3.7139612521751215e+53,inf,inf
0.107,0.089,0.09,2.6150495501660164e+59,inf,inf
0.083,0.092,0.098,3.4738061398754955e+59,inf,inf
0.095,0.08,0.083,3.4545997926700416e+56,inf,inf
0.083,0.074,0.085,5.879398458421817e+55,inf,inf
0.074,0.09,0.089,9.201431423545489e+56,inf,inf
0.07,0.092,0.096,2.3759283084818672e+62,inf,inf
0.074,0.083,0.083,7.425234451305468e+57,inf,inf
0.091,0.093,0.092,1.0879409260880629e+55,inf,inf
0.095,0.078,0.086,1.1579683882262347e+51,inf,inf
0.079,0.095,0.085,1.443564256748166e+55,inf,inf
0.087,0.086,0.091,3.3230433006523655e+53,inf,inf
0.079,0.073,0.086,3.958894447820102e+60,inf,inf
0.054,0.08,0.091,5.898754059913407e+61,inf,inf
0.095,0.09,0.09,1.608878435603115e+58,inf,inf
0.107,0.093,0.086,3.1576429786787024e+55,inf,inf
0.079,0.082,0.078,4.69889031919585e+56,inf,inf
0.091,0.094,0.099,2.9463346949226087e+52,inf,inf
0.062,0.083,0.088,4.1400377962122295e+37,inf,inf
0.091,0.082,0.081,8.87429937224613e+53,inf,inf
0.066,0.084,0.086,1.2124021713407702e+60,inf,inf
0.087,0.086,0.08,1.444621536815015e+52,inf,inf
0.087,0.093,0.087,1.7173225934767385e+51,inf,inf
0.083,0.078,0.086,6.831087732975643e+48,inf,inf
0.091,0.088,0.091,2.1689015928143035e+58,inf,inf
0.062,0.071,0.084,4.7360644016185304e+47,inf,inf
0.079,0.083,0.078,8.906047910294417e+53,inf,inf
0.103,0.093,0.085,6.03454450295783e+55,inf,inf
0.083,0.084,0.089,1.803029951650063e+51,inf,inf
0.062,0.076,0.083,1.5045570418166492e+58,inf,inf
0.074,0.078,0.079,3.038029646041511e+55,inf,inf
0.079,0.075,0.076,3.611739569174224e+60,inf,inf
0.066,0.067,0.082,1.5037620407685153e+58,inf,inf
0.079,0.102,0.095,1.4589174841584006e+61,inf,inf
0.091,0.092,0.088,2.2998269169806302e+56,inf,inf
